PT-BG,RB-BG,PTRB-BG
0.754749596118927,0.753037512302399,1.12342143058777
0.48560044169426,0.634738445281982,0.899416089057922
0.389561086893082,0.612239599227905,0.779249250888824
0.338113635778427,0.596640050411224,0.713259994983673
0.305411398410797,0.580650806427002,0.663505494594574
0.282436192035675,0.561230659484863,0.619780838489533
0.260972648859024,0.544220089912415,0.581951141357422
0.245283529162407,0.530922651290894,0.545562326908112
0.231942921876907,0.519005179405212,0.509761512279511
0.219448238611221,0.508062064647675,0.477428376674652
0.209898933768272,0.498034536838532,0.449608385562897
0.198827758431435,0.487971901893616,0.425957053899765
0.193099975585938,0.478280186653137,0.402903616428375
0.18622787296772,0.46885871887207,0.384983777999878
0.178757563233376,0.459633469581604,0.364834249019623
0.17412742972374,0.449640393257141,0.348809599876404
0.160723477602005,0.43989422917366,0.338483035564423
0.156513676047325,0.429227232933044,0.327264100313187
0.151326715946198,0.420510292053223,0.314473927021027
0.14288392663002,0.409204095602035,0.302847146987915
0.144582942128181,0.400810420513153,0.293709367513657
0.137309715151787,0.393761038780212,0.282068222761154
0.13128887116909,0.386760115623474,0.273308336734772
0.124813444912434,0.375043720006943,0.269171714782715
0.132932543754578,0.363380193710327,0.254879236221313
0.126117616891861,0.350284934043884,0.250781178474426
0.113801285624504,0.338903367519379,0.243815302848816
0.111444644629955,0.331956207752228,0.2379380017519
0.115592643618584,0.325707137584686,0.228384137153625
0.104358226060867,0.312709897756577,0.222018271684647
0.102686382830143,0.304757088422775,0.216646686196327
0.102554149925709,0.294730365276337,0.214250579476356
0.093316815793514,0.287435591220856,0.20779675245285
0.096476301550865,0.27800190448761,0.203842520713806
0.098096452653408,0.270839512348175,0.200855001807213
0.085405014455319,0.260754734277725,0.194631978869438
0.083831317722797,0.252557665109634,0.188696250319481
0.088432051241398,0.245672285556793,0.188243255019188
0.080428332090378,0.242686450481415,0.185066729784012
0.083062708377838,0.232604026794434,0.176268294453621
0.076275125145912,0.225084334611893,0.180436998605728
0.074219480156899,0.222787410020828,0.172644540667534
0.083525247871876,0.213603168725967,0.167135536670685
0.073716841638088,0.203643590211868,0.16753962635994
0.069586724042893,0.203147262334824,0.163312256336212
0.066926442086697,0.194637760519981,0.160178691148758
0.079376362264156,0.188104420900345,0.154756084084511
0.065887771546841,0.183866903185844,0.154616236686707
0.06316139549017,0.179462626576424,0.152545318007469
0.076892770826817,0.184373080730438,0.151334494352341
0.060709502547979,0.173131048679352,0.147353574633598
0.062171943485737,0.163230732083321,0.147312149405479
0.059789773076773,0.155841305851936,0.144077345728874
0.064794681966305,0.157032430171967,0.140967532992363
0.065974429249764,0.163112536072731,0.133009299635887
0.054573331028223,0.153090313076973,0.136738568544388
0.054213047027588,0.143989861011505,0.131461098790169
0.056311793625355,0.144986897706986,0.12849235534668
0.06719196587801,0.141614556312561,0.131882935762405
0.055375292897224,0.133467644453049,0.124924533069134
0.049700736999512,0.131768047809601,0.12580768764019
0.050576768815517,0.136961981654167,0.123652674257755
0.053922258317471,0.131711527705193,0.124440841376781
0.064419895410538,0.123960442841053,0.126513928174973
0.048819806426764,0.121722735464573,0.118209645152092
0.045792102813721,0.124416261911392,0.115687400102615
0.057110261172056,0.11819127202034,0.116087891161442
0.052305936813355,0.11916521936655,0.115100525319576
0.045562397688627,0.123460359871387,0.114391945302486
0.04546694457531,0.11033134162426,0.114967927336693
0.050319414585829,0.104927025735378,0.116147749125957
0.051575239747763,0.106974832713604,0.110787391662598
0.045658886432648,0.107198096811771,0.106625951826572
0.043701067566872,0.10150434076786,0.109059453010559
0.044918291270733,0.098201647400856,0.113912045955658
0.049139481037855,0.113322719931602,0.104083016514778
0.043866068124771,0.099430173635483,0.105883590877056
0.044305011630058,0.088588275015354,0.114387638866901
0.051340997219086,0.087966740131378,0.100598603487015
0.045058514922857,0.089761711657047,0.106344185769558
0.039778370410204,0.089773193001747,0.099653765559197
0.03998489677906,0.090911716222763,0.107580199837685
0.047861877828836,0.087926246225834,0.099179424345493
0.05426238104701,0.082710854709148,0.097392626106739
0.04030991345644,0.086170583963394,0.098764806985855
0.037345215678215,0.082056649029255,0.099266611039639
0.038715478032827,0.078497603535652,0.098904274404049
0.042671743780375,0.080651476979256,0.102068975567818
0.051082890480757,0.076781816780567,0.093373470008373
0.04074365273118,0.074867099523544,0.090332135558128
0.036740273237228,0.079219281673431,0.099430434405804
0.036934811621904,0.074341244995594,0.093423508107662
0.04522231221199,0.085349202156067,0.089574724435806
0.044402193278074,0.082059428095818,0.095533266663551
0.038132235407829,0.070951230823994,0.095145724713802
0.036019168794155,0.064127832651138,0.088419780135155
0.038013316690922,0.064368680119515,0.098898321390152
0.057308074086905,0.068486779928207,0.083721183240414
0.046323418617249,0.068916253745556,0.089952595531941
0.037112854421139,0.069678492844105,0.088556371629238
0.034094288945198,0.069101504981518,0.085298210382462
0.033623773604631,0.060723286122084,0.097966358065605
0.037448614835739,0.05986313521862,0.084320425987244
0.041626423597336,0.064729735255241,0.081837326288223
0.044463746249676,0.061976697295904,0.086397990584374
0.035787247121334,0.060733444988728,0.085022531449795
0.033880352973938,0.06193070858717,0.083065152168274
0.042142949998379,0.061488635838032,0.084484323859215
0.045456681400538,0.058137841522694,0.090022511780262
0.03499561548233,0.057769611477852,0.079587243497372
0.032594911754131,0.057983141392469,0.084521099925041
0.034021127969027,0.057728368788958,0.084518849849701
0.048946868628264,0.057657904922962,0.079961627721787
0.042697854340077,0.061427865177393,0.080560386180878
0.034796118736267,0.058860465884209,0.081025190651417
0.032004069536924,0.052898786962032,0.080082692205906
0.032004069536924,0.051690086722374,0.086028456687927
0.032004069536924,0.055230125784874,0.075548529624939
0.032004069536924,0.054789315909147,0.085533134639263
0.032004069536924,0.062664873898029,0.081739015877247
0.032004069536924,0.052009452134371,0.072448708117008
0.032004069536924,0.048188850283623,0.078096486628056
0.032004069536924,0.049560058861971,0.081302136182785
0.032004069536924,0.053796358406544,0.080462366342545
0.032004069536924,0.054022628813982,0.076653175055981
0.032004069536924,0.051865752786398,0.073702238500118
0.032004069536924,0.055381204932928,0.078248411417008
0.032004069536924,0.052043631672859,0.080854520201683
0.032004069536924,0.04785867407918,0.074721492826939
0.032004069536924,0.04802705347538,0.073951818048954
0.032004069536924,0.051381856203079,0.084817498922348
0.032004069536924,0.049864325672388,0.080776415765286
0.032004069536924,0.050305627286434,0.069764643907547
0.032004069536924,0.048723429441452,0.073059387505055
0.032004069536924,0.049070373177528,0.076977893710136
0.032004069536924,0.04728551581502,0.07321809232235
0.032004069536924,0.047367319464684,0.082144230604172
0.032004069536924,0.047116063535214,0.075398743152618
0.032004069536924,0.047946665436029,0.068343885242939
0.032004069536924,0.04827331006527,0.080144837498665
0.032004069536924,0.050551638007164,0.071609146893024
0.032004069536924,0.048959482461214,0.072934560477734
0.032004069536924,0.044452849775553,0.074367493391037
0.032004069536924,0.042338389903307,0.070416256785393
0.032004069536924,0.044467903673649,0.071226246654987
0.032004069536924,0.047999672591686,0.072962790727615
0.032004069536924,0.046481661498547,0.073535472154617
0.032004069536924,0.045798111706972,0.073323674499989
0.032004069536924,0.045151498168707,0.067830234766007
0.032004069536924,0.043414056301117,0.071275316178799
0.032004069536924,0.042006850242615,0.072016783058643
0.032004069536924,0.043825305998325,0.06989998370409
0.032004069536924,0.045883987098932,0.070267245173454
0.032004069536924,0.044528171420097,0.069455660879612
0.032004069536924,0.044329702854157,0.070442728698254
0.032004069536924,0.046993136405945,0.070892043411732
0.032004069536924,0.049794510006905,0.069585628807545
0.032004069536924,0.041456054896116,0.068176284432411
0.032004069536924,0.035556249320507,0.07038813829422
0.032004069536924,0.034580133855343,0.072671696543694
0.032004069536924,0.038292109966278,0.064983777701855
0.032004069536924,0.043308068066835,0.068149194121361
0.032004069536924,0.043950390070677,0.075028322637081
0.032004069536924,0.040536433458328,0.07062903791666
0.032004069536924,0.039263594895601,0.063360907137394
0.032004069536924,0.042173024266958,0.070167526602745
0.032004069536924,0.042867287993431,0.070903614163399
0.032004069536924,0.042073484510183,0.069866560399532
0.032004069536924,0.040950860828161,0.067124158143997
0.032004069536924,0.041065312922001,0.063818462193012
0.032004069536924,0.038525328040123,0.068451404571533
0.032004069536924,0.038132909685373,0.066666498780251
0.032004069536924,0.039257593452931,0.066493950784206
0.032004069536924,0.040712371468544,0.067025408148766
0.032004069536924,0.040340766310692,0.065607607364655
0.032004069536924,0.038995523005724,0.06759124994278
0.032004069536924,0.03903529420495,0.067095950245857
0.032004069536924,0.039056107401848,0.062664151191711
0.032004069536924,0.039294242858887,0.072854436933994
0.032004069536924,0.039294242858887,0.064204558730125
0.032004069536924,0.039294242858887,0.061358951032162
0.032004069536924,0.039294242858887,0.073563456535339
0.032004069536924,0.039294242858887,0.062428556382656
0.032004069536924,0.039294242858887,0.062554553151131
0.032004069536924,0.039294242858887,0.068450137972832
0.032004069536924,0.039294242858887,0.064199887216091
0.032004069536924,0.039294242858887,0.064249612390995
0.032004069536924,0.039294242858887,0.065401703119278
0.032004069536924,0.039294242858887,0.072129242122173
0.032004069536924,0.039294242858887,0.059852421283722
0.032004069536924,0.039294242858887,0.062665164470673
0.032004069536924,0.039294242858887,0.067076221108437
0.032004069536924,0.039294242858887,0.062345091253519
0.032004069536924,0.039294242858887,0.07048100233078
0.032004069536924,0.039294242858887,0.064697876572609
0.032004069536924,0.039294242858887,0.058152001351118
0.032004069536924,0.039294242858887,0.07058373093605
0.032004069536924,0.039294242858887,0.063188761472702
0.032004069536924,0.039294242858887,0.059853874146938
0.032004069536924,0.039294242858887,0.071564108133316
0.032004069536924,0.039294242858887,0.063656352460384
0.032004069536924,0.039294242858887,0.057040609419346
0.032004069536924,0.039294242858887,0.062303613871336
0.032004069536924,0.039294242858887,0.075169108808041
0.032004069536924,0.039294242858887,0.060639400035143
0.032004069536924,0.039294242858887,0.056743215769529
0.032004069536924,0.039294242858887,0.063213117420673
0.032004069536924,0.039294242858887,0.063988491892815
0.032004069536924,0.039294242858887,0.061242714524269
0.032004069536924,0.039294242858887,0.062276195734739
0.032004069536924,0.039294242858887,0.062504433095455
0.032004069536924,0.039294242858887,0.061891682446003
0.032004069536924,0.039294242858887,0.062735006213188
0.032004069536924,0.039294242858887,0.06007307767868
0.032004069536924,0.039294242858887,0.062069017440081
0.032004069536924,0.039294242858887,0.063469737768173
0.032004069536924,0.039294242858887,0.06331779807806
0.032004069536924,0.039294242858887,0.058076817542315
0.032004069536924,0.039294242858887,0.06223351508379
0.032004069536924,0.039294242858887,0.062824033200741
0.032004069536924,0.039294242858887,0.058217991143465
0.032004069536924,0.039294242858887,0.060385908931494
0.032004069536924,0.039294242858887,0.061510633677244
0.032004069536924,0.039294242858887,0.059779617935419
0.032004069536924,0.039294242858887,0.061374969780445
0.032004069536924,0.039294242858887,0.059915315359831
0.032004069536924,0.039294242858887,0.063586845993996
0.032004069536924,0.039294242858887,0.058609329164028
0.032004069536924,0.039294242858887,0.058356504887343
0.032004069536924,0.039294242858887,0.061208315193653
0.032004069536924,0.039294242858887,0.060487668961287
0.032004069536924,0.039294242858887,0.058422762900591
0.032004069536924,0.039294242858887,0.060839336365461
0.032004069536924,0.039294242858887,0.06182824075222
0.032004069536924,0.039294242858887,0.056683585047722
0.032004069536924,0.039294242858887,0.058845851570368
0.032004069536924,0.039294242858887,0.061106763780117
0.032004069536924,0.039294242858887,0.058964855968952
0.032004069536924,0.039294242858887,0.058782268315554
0.032004069536924,0.039294242858887,0.059731803834438
0.032004069536924,0.039294242858887,0.059113819152117
0.032004069536924,0.039294242858887,0.060972902923822
0.032004069536924,0.039294242858887,0.059105183929205
0.032004069536924,0.039294242858887,0.055481147021055
0.032004069536924,0.039294242858887,0.059177402406931
0.032004069536924,0.039294242858887,0.059241402894259
0.032004069536924,0.039294242858887,0.05864230543375
0.032004069536924,0.039294242858887,0.064888581633568
0.032004069536924,0.039294242858887,0.059978865087032
0.032004069536924,0.039294242858887,0.052961070090532
0.032004069536924,0.039294242858887,0.063891895115376
0.032004069536924,0.039294242858887,0.057913437485695
0.032004069536924,0.039294242858887,0.053194772452116
0.032004069536924,0.039294242858887,0.069779351353645
0.032004069536924,0.039294242858887,0.05415728315711
0.032004069536924,0.039294242858887,0.05469324439764
0.032004069536924,0.039294242858887,0.060787849128246
0.032004069536924,0.039294242858887,0.057347290217876
0.032004069536924,0.039294242858887,0.063533909618855
0.032004069536924,0.039294242858887,0.056534752249718
0.032004069536924,0.039294242858887,0.054532188922167
0.032004069536924,0.039294242858887,0.058500699698925
0.032004069536924,0.039294242858887,0.058493681252003
0.032004069536924,0.039294242858887,0.056693933904171
0.032004069536924,0.039294242858887,0.057631444185972
0.032004069536924,0.039294242858887,0.05772477388382
0.032004069536924,0.039294242858887,0.06087114289403
0.032004069536924,0.039294242858887,0.054589375853539
0.032004069536924,0.039294242858887,0.068190693855286
0.032004069536924,0.039294242858887,0.054052256047726
0.032004069536924,0.039294242858887,0.054315887391567
0.032004069536924,0.039294242858887,0.0583441182971
0.032004069536924,0.039294242858887,0.057068947702646
0.032004069536924,0.039294242858887,0.05592305213213
0.032004069536924,0.039294242858887,0.05697513371706
0.032004069536924,0.039294242858887,0.0632109567523
0.032004069536924,0.039294242858887,0.053233973681927
0.032004069536924,0.039294242858887,0.054594483226538
0.032004069536924,0.039294242858887,0.058475971221924
0.032004069536924,0.039294242858887,0.055915083736181
0.032004069536924,0.039294242858887,0.056167118251324
0.032004069536924,0.039294242858887,0.05656710639596
0.032004069536924,0.039294242858887,0.056194797158241
0.032004069536924,0.039294242858887,0.056591227650642
0.032004069536924,0.039294242858887,0.056002113968134
0.032004069536924,0.039294242858887,0.056173264980316
0.032004069536924,0.039294242858887,0.056528899818659
0.032004069536924,0.039294242858887,0.055797830224037
0.032004069536924,0.039294242858887,0.0558807477355
0.032004069536924,0.039294242858887,0.055484425276518
0.032004069536924,0.039294242858887,0.057676270604134
0.032004069536924,0.039294242858887,0.056639607995749
0.032004069536924,0.039294242858887,0.054218556731939
0.032004069536924,0.039294242858887,0.055909223854542
0.032004069536924,0.039294242858887,0.056643113493919
0.032004069536924,0.039294242858887,0.055413447320461
0.032004069536924,0.039294242858887,0.055386338382959
0.032004069536924,0.039294242858887,0.05603589490056
0.032004069536924,0.039294242858887,0.055529143661261
0.032004069536924,0.039294242858887,0.057255916297436
0.056943223339816,0.108518180735409,0.118262530031304
